subject_ranking,subject_name,global_ranking,school_name,country,area,subject_score,global_score,enrollment,url
65,environment-ecology,156,Arizona State University-Tempe,United States,Tempe,76.6,65.9,"50,027",https://www.usnews.com/education/best-global-universities/arizona-state-university-tempe-104151
66,environment-ecology,48,Sorbonne Universite,France,Paris,76.6,75.2,"44,649",https://www.usnews.com/education/best-global-universities/sorbonne-universite-529569
67,environment-ecology,67,University of Zurich,Switzerland,Zurich,76.2,73.3,"25,255",https://www.usnews.com/education/best-global-universities/university-of-zurich-505287
68,environment-ecology,55,University of Hong Kong,Hong Kong,Pok Fu Lam,76.1,74.4,"18,087",https://www.usnews.com/education/best-global-universities/university-of-hong-kong-505046
69,environment-ecology,95,Ghent University,Belgium,Gent,75.8,70.6,"39,437",https://www.usnews.com/education/best-global-universities/ghent-university-506883
70,environment-ecology,182,Lancaster University,United Kingdom,Lancaster,75.8,63.9,"14,665",https://www.usnews.com/education/best-global-universities/lancaster-university-504720
71,environment-ecology,208,University of Vienna,Austria,Vienna,75.6,62.6,N/A,https://www.usnews.com/education/best-global-universities/university-of-vienna-505908
72,environment-ecology,79,Technical University of Munich,Germany,Munich,75.2,72.6,"33,960",https://www.usnews.com/education/best-global-universities/technical-university-of-munich-503109
73,environment-ecology,107,University of Bern,Switzerland,Bern,75.1,69.3,"11,740",https://www.usnews.com/education/best-global-universities/university-of-bern-505657
74,environment-ecology,43,University of Texas Austin,United States,Austin,74.2,75.9,N/A,https://www.usnews.com/education/best-global-universities/university-of-texas-austin-228778
75,environment-ecology,136,University of Alberta,Canada,Edmonton,73.9,67.1,"32,338",https://www.usnews.com/education/best-global-universities/university-of-alberta-499977
76,environment-ecology,146,University of Gothenburg,Sweden,Gothenburg,73.9,66.6,"20,901",https://www.usnews.com/education/best-global-universities/university-of-gothenburg-501869
77,environment-ecology,234,Western Sydney University,Australia,Penrith,73.9,61.3,"36,033",https://www.usnews.com/education/best-global-universities/western-sydney-university-506826
78,environment-ecology,520,Martin Luther University Halle Wittenberg,Germany,Halle,73.8,50.5,N/A,https://www.usnews.com/education/best-global-universities/martin-luther-university-halle-wittenberg-502747
79,environment-ecology,192,Macquarie University,Australia,North Ryde,73.7,63.4,"30,561",https://www.usnews.com/education/best-global-universities/macquarie-university-502013
80,environment-ecology,123,Nanjing University,China,Nanjing,73.6,68.2,"36,426",https://www.usnews.com/education/best-global-universities/nanjing-university-503849
81,environment-ecology,140,University of Leeds,United Kingdom,Leeds,73.5,66.9,N/A,https://www.usnews.com/education/best-global-universities/university-of-leeds-505265
82,environment-ecology,37,Monash University,Australia,Clayton,73.3,77,"58,725",https://www.usnews.com/education/best-global-universities/monash-university-500301
83,environment-ecology,61,Humboldt University of Berlin,Germany,Berlin,73.1,74,"34,399",https://www.usnews.com/education/best-global-universities/humboldt-university-of-berlin-506698
84,environment-ecology,74,University of Illinois Urbana-Champaign,United States,Champaign,72.7,72.8,N/A,https://www.usnews.com/education/best-global-universities/university-of-illinois-urbana-champaign-145637
85,environment-ecology,28,University of Sydney,Australia,Sydney,72.7,79.9,"47,118",https://www.usnews.com/education/best-global-universities/university-of-sydney-505369
86,environment-ecology,127,Uppsala University,Sweden,Uppsala,72.7,67.8,N/A,https://www.usnews.com/education/best-global-universities/uppsala-university-501990
87,environment-ecology,60,Universite Paris Saclay,France,Saint-Aubin,72.6,74.1,N/A,https://www.usnews.com/education/best-global-universities/universite-paris-saclay-529676
88,environment-ecology,273,University of Tasmania,Australia,Hobart,72.6,59.5,"18,264",https://www.usnews.com/education/best-global-universities/university-of-tasmania-502985
89,environment-ecology,105,University of California Santa Cruz,United States,Santa Cruz,72.4,69.5,"19,494",https://www.usnews.com/education/best-global-universities/university-of-california-santa-cruz-110714
90,environment-ecology,84,Pennsylvania State University,United States,University Park,72,71.9,"46,863",https://www.usnews.com/education/best-global-universities/pennsylvania-state-university-214777
91,environment-ecology,134,University of Sheffield,United Kingdom,Sheffield,71.7,67.3,"27,840",https://www.usnews.com/education/best-global-universities/university-of-sheffield-503922
92,environment-ecology,112,University of Technology Sydney,Australia,Ultimo,71.7,69,N/A,https://www.usnews.com/education/best-global-universities/university-of-technology-sydney-505153
93,environment-ecology,20,University of California San Diego,United States,La Jolla,71.6,83.3,N/A,https://www.usnews.com/education/best-global-universities/university-of-california-san-diego-110680
94,environment-ecology,202,Universidade de Lisboa,Portugal,Lisbon,71.3,62.9,"48,404",https://www.usnews.com/education/best-global-universities/universidade-de-lisboa-501120
95,environment-ecology,50,KU Leuven,Belgium,Leuven,71.2,75.1,"47,663",https://www.usnews.com/education/best-global-universities/ku-leuven-504785
96,environment-ecology,74,University of Adelaide,Australia,Adelaide,71.1,72.8,"23,102",https://www.usnews.com/education/best-global-universities/university-of-adelaide-504015
97,environment-ecology,330,University of East Anglia,United Kingdom,Norwich,71.1,57,"16,245",https://www.usnews.com/education/best-global-universities/university-of-east-anglia-503561
98,environment-ecology,104,University of Southampton,United Kingdom,Southampton,71.1,69.7,N/A,https://www.usnews.com/education/best-global-universities/university-of-southampton-504892
99,environment-ecology,100,Hong Kong Polytechnic University,Hong Kong,Kowloon,71,70.2,"19,046",https://www.usnews.com/education/best-global-universities/hong-kong-polytechnic-university-500421
100,environment-ecology,540,Northern Arizona University,United States,Flagstaff,70.9,50,"30,081",https://www.usnews.com/education/best-global-universities/northern-arizona-university-105330
101,environment-ecology,86,University of Barcelona,Spain,Barcelona,70.9,71.8,"45,004",https://www.usnews.com/education/best-global-universities/university-of-barcelona-500261
102,environment-ecology,55,Ohio State University,United States,Columbus,70.6,74.4,"55,814",https://www.usnews.com/education/best-global-universities/ohio-state-university-204796
103,environment-ecology,116,Fudan University,China,Shanghai,70.5,68.8,N/A,https://www.usnews.com/education/best-global-universities/fudan-university-500824
104,environment-ecology,169,Delft University of Technology,Netherlands,Delft,70.3,65.1,N/A,https://www.usnews.com/education/best-global-universities/delft-university-of-technology-505496
105,environment-ecology,247,Universidade do Porto,Portugal,Porto,69.4,60.7,"33,484",https://www.usnews.com/education/best-global-universities/universidade-do-porto-505685
106,environment-ecology,148,Texas A&M University College Station,United States,College Station,69.2,66.5,"62,931",https://www.usnews.com/education/best-global-universities/texas-am-university-college-station-228723
107,environment-ecology,807,University of Agriculture Faisalabad,Pakistan,Faisalabad,69.1,43,N/A,https://www.usnews.com/education/best-global-universities/university-of-agriculture-faisalabad-529094
108,environment-ecology,165,Technical University of Denmark,Denmark,Kongens Lyngby,68.9,65.5,"9,599",https://www.usnews.com/education/best-global-universities/technical-university-of-denmark-503016
109,environment-ecology,314,Dalhousie University,Canada,Halifax,68.6,57.7,"16,901",https://www.usnews.com/education/best-global-universities/dalhousie-university-499990
110,environment-ecology,304,Stellenbosch University,South Africa,Stellenbosch,68.5,58.1,"24,907",https://www.usnews.com/education/best-global-universities/stellenbosch-university-500980
111,environment-ecology,125,University of Cape Town,South Africa,Cape Town,68.5,68,"21,069",https://www.usnews.com/education/best-global-universities/university-of-cape-town-504187
112,environment-ecology,39,University of Amsterdam,Netherlands,Amsterdam,68.2,76.8,N/A,https://www.usnews.com/education/best-global-universities/university-of-amsterdam-502957
113,environment-ecology,51,Georgia Institute of Technology,United States,Atlanta,68.1,74.9,N/A,https://www.usnews.com/education/best-global-universities/georgia-institute-of-technology-139755
114,environment-ecology,346,Leipzig University,Germany,Leipzig,67.8,56.2,N/A,https://www.usnews.com/education/best-global-universities/leipzig-university-503504
115,environment-ecology,63,University of Manchester,United Kingdom,Manchester,67.8,73.8,N/A,https://www.usnews.com/education/best-global-universities/university-of-manchester-500273
116,environment-ecology,81,University of Tokyo,Japan,Tokyo,67.6,72.4,"26,112",https://www.usnews.com/education/best-global-universities/university-of-tokyo-500248
117,environment-ecology,186,University of California Riverside,United States,Riverside,67.4,63.6,"24,515",https://www.usnews.com/education/best-global-universities/university-of-california-riverside-110671
118,environment-ecology,178,University of Freiburg,Germany,Freiburg,67.4,64.1,N/A,https://www.usnews.com/education/best-global-universities/university-of-freiburg-503940
119,environment-ecology,816,University of Montana,United States,Missoula,67.4,42.6,N/A,https://www.usnews.com/education/best-global-universities/university-of-montana-180489
120,environment-ecology,89,University of Oslo,Norway,Oslo,67.3,71.3,N/A,https://www.usnews.com/education/best-global-universities/university-of-oslo-502680
121,environment-ecology,106,Radboud University Nijmegen,Netherlands,Nijmegen,67.2,69.4,"21,979",https://www.usnews.com/education/best-global-universities/radboud-university-nijmegen-501519
122,environment-ecology,309,University of Connecticut,United States,Storrs,67.1,58,"27,752",https://www.usnews.com/education/best-global-universities/university-of-connecticut-129020
123,environment-ecology,405,Universidad Nacional Autonoma de Mexico,Mexico,Mexico City,67,54.3,"172,729",https://www.usnews.com/education/best-global-universities/universidad-nacional-autonoma-de-mexico-502101
124,environment-ecology,143,Rutgers State University New Brunswick,United States,Piscataway Township,66.9,66.8,"46,158",https://www.usnews.com/education/best-global-universities/rutgers-state-university-new-brunswick-186380
125,environment-ecology,277,University of Aberdeen,United Kingdom,Aberdeen,66.9,59.3,"13,010",https://www.usnews.com/education/best-global-universities/university-of-aberdeen-501749
126,environment-ecology,321,East China Normal University,China,Shanghai,66.6,57.5,"28,055",https://www.usnews.com/education/best-global-universities/east-china-normal-university-506407
127,environment-ecology,282,Universite Toulouse III - Paul Sabatier,France,Toulouse,66.6,59.1,N/A,https://www.usnews.com/education/best-global-universities/universite-toulouse-iii-paul-sabatier-503302
128,environment-ecology,558,University of Plymouth,United Kingdom,Plymouth,66.6,49.4,"16,180",https://www.usnews.com/education/best-global-universities/university-of-plymouth-500972
129,environment-ecology,525,Universidade de Aveiro,Portugal,Aveiro,66.5,50.4,"12,566",https://www.usnews.com/education/best-global-universities/universidade-de-aveiro-504426
130,environment-ecology,294,Universidade Estadual de Campinas,Brazil,Campinas,66.4,58.7,"31,199",https://www.usnews.com/education/best-global-universities/universidade-estadual-de-campinas-504975
